<<<<<<< HEAD
label,message
spam,Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,Fffff. Can you text kadeem or are you too far gone
spam,Your number won 5000 Rs! Claim at secure.com
spam,Online data entry - earn 10 crore weekly! Join at claim.com
ham,"Sorry, I'll call later ok bye"
spam,Win 5 lakh in cricket betting! Play now at bet365.in
ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
ham,How is the address going?
spam,You are selected for 5 lakh prize! WhatsApp +918899776655
ham,You unbelievable faglord
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
ham,Check with nuerologist.
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16
spam,CONGRATULATIONS! You won 25 lakh in National lottery! Call +919123456789
spam,Home loan at 5% interest! Apply at winner.com
ham,Call him and say you not coming today ok and tell them not to fool me like this ok
ham,Jesus armand really is trying to tell everybody he can find
ham,Havent shopping now lor i juz arrive only
spam,Your number won 1 crore! Claim at winner.com
spam,Instant loan - get 5 lakh in 1 hour! Apply at update.com
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
spam,Personal loan approved! Get 10000 Rs instantly. Apply at prize.in
spam,KBC lottery winner! Prize: 10 crore. Contact +918899776655
ham,I'm not sure if its still available though
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
spam,Personal loan approved! Get 50000 Rs instantly. Apply at claim.com
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
spam,WhatsApp +447890123456 for form filling - earn 1 crore/month
ham,So what do you guys do.
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
spam,WhatsApp +919123456789 for survey - earn 5 crore/month
ham,3 pa but not selected.
ham,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""Dont wake up early in d mrng'' GOOD night"
ham,Not to worry. I'm sure you'll get it.
spam,URGENT: horse racing betting bonus 5000 Rs! Claim at update.com
ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
ham,"Sorry my roommates took forever, it ok if I come by now?"
ham,K.then any other special?
ham,"K I'll head out in a few mins, see you there"
ham,That seems unnecessarily affectionate
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
spam,Samsung Galaxy for 10 lakh! Limited time at secure.com
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.
ham,Pls speak with me. I wont ask anything other then you friendship.
ham,Are you comingdown later?
spam,Business loan approved! Get 25 lakh instantly. Apply at prize.in
ham,Re your call; You didn't see my facebook huh?
ham,Even if he my friend he is a priest call him now
spam,Smart TV for 5 crore only! Limited stock at kyc.in
ham,"Received, understood n acted upon!"
ham,Did he just say somebody is named tampa
ham,"Lol, oh you got a friend for the dog ?"
ham,Lol no. Just trying to make your day a little more interesting
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
ham,I am 6 ft. We will be a good combination!
spam,Kotak Alert: Suspicious activity. Click prize.in to secure account
spam,Online ad posting - earn 2 crore weekly! Join at betking.com
spam,Your number won 25 lakh! Claim at betking.com
spam,Instant loan - get 1 lakh in 1 hour! Apply at secure.com
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
ham,When are you going to ride your bike?
spam,Join WhatsApp group for daily income 1 crore! Message +918765432109
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI
spam,HDFC Alert: Suspicious activity. Click verify.in to secure account
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
spam,Online survey - earn 10000 Rs weekly! Join at winner.com
ham,Can u look 4 me in da lib i got stuff havent finish yet.
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,Can... I'm free...
ham,Play w computer? Aiyah i tok 2 u lor?
spam,typing jobs - earn 5 lakh daily! Join at bet365.in
ham,Holy living christ what is taking you so long
ham,Is that what time you want me to come?
ham,"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
ham,Good morning!
ham,I'm sorry for the feedback
ham,Thanks love. But am i doing torch or bold.
spam,URGENT: Your ICICI account will be blocked! Verify at update.com
spam,Education loan at 7% interest! Apply at betking.com
ham,And miss vday the parachute and double coins??? U must not know me very well...
ham,ELLO BABE U OK?
spam,URGENT: Your Yes Bank account will be blocked! Verify at prize.in
ham,Let me know when you're stuck in traffic
ham,Kay... Since we are out already 
ham,Then we wait 4 u lor... No need 2 feel bad lar...
ham,"Aight, you close by or still down around alex's place?"
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
ham,Ok pa. Nothing problem:-)
spam,MacBook sale - 80% discount! Order at lottery.in
spam,URGENT: football betting bonus 1 lakh! Claim at kyc.in
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
spam,Instant loan - get 2 crore in 1 hour! Apply at winner.com
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
spam,Education loan approved! Get 50 lakh instantly. Apply at winner.com
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
spam,"Shoes at 70% off! Hurry, buy at lottery.in"
spam,horse racing betting - get 300% bonus! Join lottery.in
spam,Axis: Your account is locked. Update KYC at betking.com
spam,Loan for bad credit - get 3 lakh! No rejection at badcredit-loan.in
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
spam,Pre-approved loan of 5000 Rs! No documents. Call +447890123456
ham,"Y cant u try new invention to fly..i'm not joking.,"
spam,Laptop for 5 lakh! Limited time at verify.in
ham,Hey what's up charles sorry about the late reply.
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
ham,Geeeee ... I love you so much I can barely stand it
ham,For my family happiness..
spam,Your Voter ID will be suspended! Verify at claim.com
spam,Add me on WhatsApp +919988776655 to receive your KBC prize
spam,Place bets on football! Minimum deposit 5 crore. WhatsApp +918899776655
ham,Aiyah u did ok already lar. E nydc at wheellock?
ham,", ow u dey.i paid 60,400thousad.i told  u would call . "
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.
ham,"Yes, my reg is  Ciao!"
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,No need lar i go engin? Cos my sis at arts today...
ham,I dunno until when... Lets go learn pilates...
spam,Part time ad posting - earn 50000 Rs monthly! Apply at verify.in
ham,I've reached home n i bathe liao... U can call me now...
spam,WhatsApp +919123456789 for form filling - earn 10 lakh/month
ham,Let me check and get back to you
ham,Long beach lor. Expected... U having dinner now?
ham,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?
spam,Your number won 5 lakh! Claim at kyc.in
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
ham,Me too! Have a lovely night xxx
ham,Hi mom we might be back later than  &lt;#&gt; 
spam,PAN card refund of 2 crore pending! Claim at kyc.in
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...
spam,Online captcha solving - earn 5 crore weekly! Join at lottery.in
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
ham,I'm working on details right now
spam,Lucky draw winner! You won 50 lakh! Verify at winner.com
spam,Work from home - earn 25 lakh monthly! Register at secure.com
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
ham,"There're some people by mu, I'm at the table by lambda"
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
ham,Are you in castor? You need to see something
ham,At WHAT TIME should i come tomorrow
spam,Online email reading - earn 5000 Rs weekly! Join at claim.com
spam,Bet on kabaddi league and win! Deposit via UPI: betmaster.in
ham,I can do that! I want to please you both inside and outside the bedroom...
ham,No she didnt. I will search online and let you know.
spam,Shoes at 70% discount! Buy now at bet365.in
spam,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill
ham,I've told you everything will stop. Just dont let her get dehydrated.
ham,Hi :)finally i completed the course:)
spam,PAN card verification required! Update at bet365.in within 48 hours
ham,Taka lor. Wat time u wan 2 come n look 4 us?
ham,Hey. You got any mail?
ham,"Sir, i am waiting for your call, once free please call me."
spam,Pre-approved loan of 50000 Rs! No documents. Call +919988776655
spam,Your number won 25 lakh! Claim at update.com
ham,Or ü go buy wif him then i meet ü later can?
spam,Win 5 crore in horse racing betting! Play now at betking.com
ham,Let me check and get back to you
spam,data entry jobs - earn 1 lakh daily! Join at verify.in
spam,Axis: Your account is locked. Update KYC at update.com
spam,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm"
spam,Flipkart KYC pending! Complete at secure.com to avoid block
spam,Your number won 50000 Rs! Claim at betking.com
ham,Jus finished avatar nigro
ham,Thanx 4 e brownie it's v nice...
ham,Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?
ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. "
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?
spam,IDBI Alert: Suspicious activity. Click secure.com to secure account
ham,"Yeah why not, is the gang all ready"
ham,Convey my regards to him
ham,"I‘ll leave around four, ok?"
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
spam,basketball betting - get 100% bonus! Join kyc.in
ham,Ok no prob. Take ur time.
spam,"Shoes at 50% off! Hurry, buy at update.com"
spam,Work from home - earn 10000 Rs per month! WhatsApp +919123456789
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story
ham,But if she.s drinkin i'm ok.
spam,PayTM refund of 2 crore pending! Claim at claim.com
ham,Of course. I guess god's just got me on hold right now.
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
ham,K..i deleted my contact that why?
ham,Ok. There may be a free gym about.
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
ham,Double eviction this week - Spiral and Michael and good riddance to them!
spam,Online data entry - earn 50000 Rs weekly! Join at secure.com
ham,O i played smash bros  &lt;#&gt;  religiously.
ham,"Didn't try, g and I decided not to head out"
ham,Then any special there?
spam,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do"
spam,Watch for 2 crore only! Limited stock at lottery.in
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
ham,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
spam,Jio lottery winner! Prize: 1 lakh. Contact +918899776655
ham,Total video converter free download type this in google search:)
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
ham,I'll make the details
spam,Place bets on football! Minimum deposit 5 lakh. WhatsApp +918899776655
ham,I'm still pretty weak today .. Bad day ?
spam,Your number won 5 crore! Claim at lottery.in
ham,"I shall book chez jules for half eight, if that's ok with you?"
spam,AirPods at 50% discount! Buy now at prize.in
spam,Yes Bank Alert: Verify your account within 24 hours at yesbank-verify.com
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
spam,Bet on horse racing and win 1 lakh! Register at winner.com
spam,Your number won 5 lakh! Claim at claim.com
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
ham,Huh but i cant go 2 ur house empty handed right?
spam,Gold loan - get 5 crore in 24 hours. WhatsApp +919988776655
ham,Delhi and chennai still silent.
ham,"Awesome, text me when you're restocked"
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back
spam,Google Pay verification required! Update at gpay-verify.com
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
spam,Work from home - earn 25 lakh per month! WhatsApp +919988776655
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
ham,How are you feeling in the morning?
ham,Lil fever:) now fine:)
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
ham,Are you driving or training?
ham,did u get that message
spam,Your Flipkart is blocked! Update at prize.in immediately
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
ham,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...
spam,Work from home - earn 50 lakh per month! WhatsApp +447890123456
spam,Government lottery winner! Prize: 5 crore. Contact +919123456789
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!
spam,email reading jobs - earn 5 crore daily! Join at betking.com
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me
spam,cricket betting - get 300% bonus! Join update.com
spam,Personal loan approved! Get 5 lakh instantly. Apply at quickloan.in
spam,URGENT: basketball betting bonus 10000 Rs! Claim at bet365.in
spam,Flipkart verification required! Update at prize.in within 48 hours
spam,Lucky draw winner! You won 5000 Rs! Verify at bet365.in
ham,Wot is u up 2 then bitch?
spam,ad posting jobs - earn 10 lakh per day! Register at verify.in
spam,Yes Bank: Your credit card will expire. Renew at secure.com
ham,I like dis sweater fr mango but no more my size already so irritating.
ham,"Haha... Sounds crazy, dunno can tahan anot..."
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
spam,football betting - get 100% bonus! Join verify.in
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
spam,WhatsApp +918899776655 for survey - earn 50 lakh/month
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
spam,Passport refund of 25 lakh pending! Claim at secure.com
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)
spam,kabaddi betting - get 200% bonus! Join secure.com
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
spam,WhatsApp +918899776655 for email reading - earn 50 lakh/month
spam,Credit card loan - get 5 lakh in 24 hours. WhatsApp +919876543210
spam,GST registration expired! Renew at gst-renewal.com immediately
spam,iPhone 14 sale - 90% discount! Order at secure.com
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
ham,How is the feedback going?
ham,Juz go google n search 4 qet...
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
ham,I'm working on reservation right now
ham,I anything lor...
spam,Ponzi scheme - invest 50000 earn 5 lakh! Limited slots available
ham,I'm at home. Please call
spam,Canara Bank Alert: Suspicious activity. Click verify.in to secure account
ham,"Uh, heads up we don't have THAT much left"
ham,We are okay. Going to sleep now. Later
ham,Are you there in room.
ham,There the size of elephant tablets & u shove um up ur ass!!
ham,Also track down any lighters you can find
ham,"Night night, see you tomorrow"
ham,I'm working on files right now
ham,I'll let you know this evening
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
ham,I'll talk to the others and probably just come early tomorrow then
spam,WhatsApp +918899776655 to claim your prize of 2 crore!
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,I'll send you the address
spam,Online captcha solving - earn 5 crore weekly! Join at winner.com
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
ham,Erm. I thought the contract ran out the4th of october.
spam,Watch for 5 lakh! Limited time at prize.in
ham,Aiyah then i wait lor. Then u entertain me. Hee...
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
spam,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo"
ham,Let me know when you've got the money so carlos can make the call
ham,"Not sure yet, still trying to get a hold of him"
spam,Amazon verification required! Update at verify.in within 48 hours
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
spam,Business loan at 6% interest! Apply at verify.in
ham,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt"
ham,Shall i get my pouch?
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
spam,Part time form filling - earn 1 lakh monthly! Apply at verify.in
ham,Ok no prob... I'll come after lunch then...
ham,I'm available tomorrow afternoon
ham,Absolutely
ham,:-( sad puppy noise
spam,Part time survey - earn 5 lakh monthly! Apply at betking.com
ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
spam,IPL betting - get 300% bonus! Join verify.in
ham,Hello which the site to download songs its urgent pls
spam,IDBI: Your debit card will expire. Renew at claim.com
ham,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham,"Haha just kidding, papa needs drugs"
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
ham,Then u going ikea str aft dat?
ham,I re-met alex nichols from middle school and it turns out he's dealing!
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,"Haha, that was the first person I was gonna ask"
ham,S s..first time..dhoni rocks...
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub
ham,Happy new year. Hope you are having a good semester
spam,WhatsApp +918765432109 for typing - earn 2 crore/month
spam,Flipkart refund of 25 lakh pending! Claim at kyc.in
spam,Smart TV at 80% discount! Buy now at kyc.in
ham,What happened to our yo date?
spam,Your number won 5 lakh! Claim at betking.com
ham,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn"
ham,U don't remember that old commercial?
ham,Howz that persons story
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!"
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
spam,Gold loan approved! Get 10 crore instantly. Apply at winner.com
spam,WhatsApp +919876543210 for SMS sending - earn 10 crore/month
spam,Online survey jobs - earn 5000 weekly! Register at survey-jobs.in
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
spam,ad posting jobs - earn 2 crore daily! Join at prize.in
spam,HDFC Alert: Suspicious activity. Click update.com to secure account
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace."
spam,PAN card refund of 10000 Rs pending! Claim at winner.com
ham,Dai  &lt;#&gt;  naal eruku.
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
spam,URGENT: horse racing betting bonus 5 lakh! Claim at betking.com
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
ham,No. I dont want to hear anything
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
ham,We can make a baby in yo tho
ham,Oh yah... We never cancel leh... Haha 
spam,Bet on football and win 5 crore! Register at update.com
spam,Win 2 crore in kabaddi betting! Play now at claim.com
ham,Lol no. U can trust me.
spam,Add me on WhatsApp +918899776655 to receive your lottery prize
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
spam,Instant loan - get 5 lakh in 1 hour! Apply at lottery.in
spam,Place bets on horse racing! Minimum deposit 5000 Rs. WhatsApp +919876543210
ham,Hope youre not having too much fun without me!! see u tomorrow love jess x
ham,Mode men or have you left.
spam,Bet on horse racing and win 5 crore! Register at verify.in
ham,good evening! Have a great day
ham,I am in tirupur.  call you da.
spam,Gold loan - get 5 crore in 24 hours. WhatsApp +447310399942
ham,Hmm .. Bits and pieces lol ... *sighs* ...
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
spam,tennis betting - get 100% bonus! Join claim.com
spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
ham,Ok.ok ok..then..whats ur todays plan
spam,form filling jobs - earn 10 crore daily! Join at prize.in
spam,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
ham,How was your meeting?
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
spam,Instant loan - get 2 crore in 1 hour! Apply at kyc.in
spam,WhatsApp +447890123456 for survey - earn 1 crore/month
ham,Mum not going robinson already.
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
spam,WhatsApp +447890123456 for typing - earn 1 crore/month
ham,Ranjith cal drpd Deeraj and deepak 5min hold
ham,Probably a couple hours tops
spam,Canara Bank: Your credit card will expire. Renew at verify.in
ham,I'm vivek:)i got call from your number.
ham,Yo come over carlos will be here soon
ham,No de.am seeing in online shop so that i asked.
spam,Instant loan - get 5000 Rs in 1 hour! Apply at bet365.in
spam,Personal loan - get 10 crore in 24 hours. WhatsApp +918765432109
ham,Well. You know what i mean. Texting
spam,Win 1 lakh in tennis betting! Play now at bet365.in
ham,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?
spam,Vehicle loan approved! Get 5 lakh instantly. Apply at update.com
ham, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla
ham,Are u coming to the funeral home
ham,I'll probably be around mu a lot
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
ham,"Some friends want me to drive em someplace, probably take a while"
ham,I'll let you know this evening
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
ham,Got it..mail panren paru..
spam,URGENT: Your Kotak account will be blocked! Verify at betking.com
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
spam,CONGRATULATIONS! You won 5 crore in National lottery! Call +447310399942
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
spam,form filling jobs - earn 10 crore daily! Join at kyc.in
ham,You have got tallent but you are wasting.
spam,Your Flipkart is blocked! Update at prize.in immediately
spam,Flipkart KYC pending! Complete at lottery.in to avoid block
ham,I'm on my way to at the meeting
